,Winner,Dog,Dog_Record,Winner_Odds,Fav_Record,percent,percent2,Fav_Games,Dog_Games,Fav_Odds,Fav,Sex,Winx
6211,Pierre Hugues Herbert,Jonas Forejtek,33%,1.38,50%,0.5,0.3333333333333333,10,6,1.38,Pierre Hugues Herbert,Mens,Fav
6212,Marton Fucsovics,Marton Fucsovics,29%,2.06,17%,0.16666666666666666,0.2857142857142857,12,14,1.76,Filip Krajinovic,Mens,Dog
6213,Cameron Norrie,Cameron Norrie,50%,1.92,41%,0.4117647058823529,0.5,17,24,1.88,Karen Khachanov,Mens,Dog
6214,Lorenzo Musetti,Lorenzo Musetti,17%,3.62,78%,0.7777777777777778,0.16666666666666666,18,6,1.28,Hubert Hurkacz,Mens,Dog
6215,Ilya Ivashka,Ilya Ivashka,62%,2.1,41%,0.4117647058823529,0.6153846153846154,17,13,1.73,Lloyd Harris,Mens,Dog
6216,Felix Auger Aliassime,Egor Gerasimov,20%,1.24,75%,0.75,0.2,12,10,1.24,Felix Auger Aliassime,Mens,Fav
6217,Andy Murray,Alexander Bublik,55%,1.67,52%,0.5217391304347826,0.5454545454545454,23,11,1.67,Andy Murray,Mens,Fav
6218,Belinda Bencic,Kaja Juvan,71%,1.25,80%,0.8,0.7142857142857143,10,7,1.25,Belinda Bencic,Womens,Fav
6219,Maria Sakkari,Ekaterina Alexandrova,50%,1.52,57%,0.5714285714285714,0.5,21,8,1.52,Maria Sakkari,Womens,Fav
6220,Elise Mertens,Petra Martic,20%,1.21,61%,0.6111111111111112,0.2,18,5,1.21,Elise Mertens,Womens,Fav
6221,Elena Rybakina,Varvara Gracheva,43%,1.19,57%,0.5714285714285714,0.42857142857142855,14,7,1.19,Elena Rybakina,Womens,Fav
6222,Anett Kontaveit,Sorana Cirstea,44%,1.29,78%,0.78125,0.4444444444444444,32,9,1.29,Anett Kontaveit,Womens,Fav
6223,Soon Woo Kwon,Hugo Gaston,60%,1.42,64%,0.6428571428571429,0.6,14,5,1.42,Soon Woo Kwon,Mens,Fav
6224,Alex De Minaur,Mackenzie Mcdonald,44%,1.42,40%,0.4,0.4444444444444444,20,18,1.42,Alex De Minaur,Mens,Fav
6225,Adrian Mannarino,Steve Johnson,50%,1.78,30%,0.3,0.5,10,12,1.78,Adrian Mannarino,Mens,Fav
6226,Maximilian Marterer,Maximilian Marterer,50%,1.92,55%,0.5454545454545454,0.5,11,8,1.82,Roman Safiullin,Mens,Dog
6227,Jordan Thompson,Jordan Thompson,50%,3.46,79%,0.7857142857142857,0.5,14,8,1.31,Brandon Nakashima,Mens,Dog
6228,Kimmer Coppejans,Kimmer Coppejans,17%,2.16,36%,0.36363636363636365,0.16666666666666666,11,6,1.65,Altug Celikbilek,Mens,Dog
6229,Andreas Seppi,Andreas Seppi,40%,2.07,50%,0.5,0.4,10,10,1.75,Daniel Altmaier,Mens,Dog
6230,Chun Hsin Tseng,Chun Hsin Tseng,60%,1.97,67%,0.6666666666666666,0.6,15,5,1.78,Hugo Grenier,Mens,Dog
6231,Borna Gojo,Borna Gojo,60%,2.31,69%,0.6923076923076923,0.6,13,5,1.57,Aleksandar Vukic,Mens,Dog
6232,Zizou Bergs,Zizou Bergs,17%,2.12,80%,0.8,0.16666666666666666,10,6,1.67,Dennis Novak,Mens,Dog
6233,Ruben Bemelmans,Maxime Janvier,20%,1.53,40%,0.4,0.2,10,5,1.53,Ruben Bemelmans,Mens,Fav
6234,Gabriel Decamps,Gabriel Decamps,80%,3.85,55%,0.5454545454545454,0.8,11,5,1.24,Gian Marco Moroni,Mens,Dog
6235,Pierre Hugues Herbert,Kacper Zuk,46%,1.56,45%,0.45454545454545453,0.46153846153846156,11,13,1.56,Pierre Hugues Herbert,Mens,Fav
6236,Luca Van Assche,Tristan Lamasine,40%,1.59,60%,0.6,0.4,10,5,1.59,Luca Van Assche,Mens,Fav
6237,Yoshihito Nishioka,Mitchell Krueger,17%,1.59,70%,0.7,0.16666666666666666,10,6,1.59,Yoshihito Nishioka,Mens,Fav
6238,Marcos Giron,Liam Broady,29%,1.65,67%,0.6666666666666666,0.2857142857142857,12,7,1.65,Marcos Giron,Mens,Fav
6239,Quentin Halys,Harold Mayot,50%,1.37,82%,0.8181818181818182,0.5,11,6,1.37,Quentin Halys,Mens,Fav
6240,Botic Van De Zandschulp,Bernabe Zapata Miralles,40%,1.21,90%,0.9,0.4,10,5,1.21,Botic Van De Zandschulp,Mens,Fav
6241,Jiri Lehecka,Jiri Lehecka,40%,4.71,64%,0.6363636363636364,0.4,11,5,1.18,Denis Shapovalov,Mens,Dog
6242,Lorenzo Musetti,Lorenzo Musetti,29%,2.65,55%,0.5454545454545454,0.2857142857142857,11,7,1.48,Mikael Ymer,Mens,Dog
6243,Stefanos Tsitsipas,Alejandro Davidovich Fokina,10%,1.21,68%,0.68,0.1,25,10,1.21,Stefanos Tsitsipas,Mens,Fav
6244,Cedrik Marcel Stebe,Denis Kudla,50%,1.87,64%,0.6363636363636364,0.5,11,6,1.87,Cedrik Marcel Stebe,Mens,Fav
6245,Brandon Nakashima,John Millman,60%,1.33,83%,0.8333333333333334,0.6,12,10,1.33,Brandon Nakashima,Mens,Fav
6246,Jack Sock,Jack Sock,40%,2.2,77%,0.7692307692307693,0.4,13,5,1.66,Oscar Otte,Mens,Dog
6247,Andrey Rublev,Henri Laaksonen,80%,1.14,73%,0.7272727272727273,0.8,11,5,1.14,Andrey Rublev,Mens,Fav
6248,Tallon Griekspoor,Tallon Griekspoor,57%,2.19,65%,0.6470588235294118,0.5714285714285714,17,7,1.67,Aslan Karatsev,Mens,Dog
6249,Tereza Martincova,Tereza Martincova,60%,2.19,40%,0.4,0.6,10,15,1.67,Vera Zvonareva,Womens,Dog
6250,Andrea Petkovic,Andrea Petkovic,57%,2.83,57%,0.5714285714285714,0.5714285714285714,14,7,1.42,Rebecca Peterson,Womens,Dog
6251,Petra Martic,Petra Martic,40%,2.12,50%,0.5,0.4,10,5,1.72,Kamilla Rakhimova,Womens,Dog
6252,Petra Kvitova,Jule Niemeier,60%,1.44,60%,0.6,0.6,10,5,1.44,Petra Kvitova,Womens,Fav
6253,Maria Sakkari,Anastasia Potapova,22%,1.19,67%,0.6666666666666666,0.2222222222222222,12,9,1.19,Maria Sakkari,Womens,Fav
6254,Kaja Juvan,Kaja Juvan,50%,2.46,67%,0.6666666666666666,0.5,15,8,1.54,Alison Van Uytvanck,Womens,Dog
6255,Jelena Ostapenko,Xin Yu Wang,62%,1.31,77%,0.7692307692307693,0.625,13,8,1.31,Jelena Ostapenko,Womens,Fav
6256,Irina Camelia Begu,Shuai Zhang,38%,1.65,59%,0.5882352941176471,0.375,17,16,1.65,Irina Camelia Begu,Womens,Fav
6257,Aliaksandra Sasnovich,Magda Linette,42%,1.56,56%,0.5555555555555556,0.4166666666666667,18,12,1.56,Aliaksandra Sasnovich,Womens,Fav
6258,Jordan Thompson,Feliciano Lopez,0%,1.36,40%,0.4,0.0,10,8,1.36,Jordan Thompson,Mens,Fav
6259,Sorana Cirstea,Sorana Cirstea,43%,3.0,53%,0.5294117647058824,0.42857142857142855,17,14,1.39,Marketa Vondrousova,Womens,Dog
6260,Jurij Rodionov,Jurij Rodionov,17%,3.82,50%,0.5,0.16666666666666666,12,6,1.26,Maxime Cressy,Mens,Dog
6261,Karen Khachanov,Alexei Popyrin,27%,1.35,61%,0.6086956521739131,0.2727272727272727,23,11,1.35,Karen Khachanov,Mens,Fav
6262,Marcos Giron,Tennys Sandgren,38%,1.52,55%,0.5454545454545454,0.375,11,8,1.52,Marcos Giron,Mens,Fav
6263,Prajnesh Gunneswaran,Prajnesh Gunneswaran,29%,2.02,27%,0.2727272727272727,0.2857142857142857,11,7,1.73,Mathias Bourgue,Mens,Dog
6264,Max Purcell,Ramkumar Ramanathan,36%,1.8,36%,0.36363636363636365,0.35714285714285715,11,14,1.8,Max Purcell,Mens,Fav
6265,Jiri Vesely,Antoine Bellier,40%,1.13,70%,0.7,0.4,10,5,1.13,Jiri Vesely,Mens,Fav
6266,Cem Ilkel,Steven Diez,0%,1.44,45%,0.45454545454545453,0.0,11,5,1.44,Cem Ilkel,Mens,Fav
6267,Altug Celikbilek,Arjun Kadhe,40%,1.24,50%,0.5,0.4,10,5,1.24,Altug Celikbilek,Mens,Fav
6268,Alexandre Muller,Alexandre Muller,43%,2.35,40%,0.4,0.42857142857142855,10,7,1.55,Stefano Travaglia,Mens,Dog
6269,Evgeny Donskoy,Malek Jaziri,20%,1.4,60%,0.6,0.2,10,5,1.4,Evgeny Donskoy,Mens,Fav
6270,Tristan Lamasine,Tristan Lamasine,60%,3.09,75%,0.75,0.6,12,5,1.34,Lucas Pouille,Mens,Dog
6271,Zizou Bergs,Andrea Pellegrino,40%,1.39,10%,0.1,0.4,10,5,1.39,Zizou Bergs,Mens,Fav
6272,Marcos Giron,Tennys Sandgren,38%,1.52,60%,0.6,0.375,10,8,1.52,Marcos Giron,Mens,Fav
6273,Benjamin Bonzi,Mats Rosenkranz,60%,1.31,83%,0.8333333333333334,0.6,12,5,1.31,Benjamin Bonzi,Mens,Fav
6274,Ernests Gulbis,Dan Added,60%,1.67,33%,0.3333333333333333,0.6,9,5,1.67,Ernests Gulbis,Mens,Fav
6275,Dennis Novak,Gastao Elias,60%,1.41,73%,0.7272727272727273,0.6,11,5,1.41,Dennis Novak,Mens,Fav
6276,Jack Draper,Gregoire Barrere,50%,1.85,64%,0.6363636363636364,0.5,11,6,1.85,Jack Draper,Mens,Fav
6277,Jonas Forejtek,Filip Horansky,40%,1.57,40%,0.4,0.4,10,5,1.57,Jonas Forejtek,Mens,Fav
6278,Liam Broady,Peter Gojowczyk,60%,1.48,50%,0.5,0.6,14,5,1.48,Liam Broady,Mens,Fav
6279,Gilles Simon,Marc Andrea Huesler,33%,1.65,40%,0.4,0.3333333333333333,10,6,1.65,Gilles Simon,Mens,Fav
6280,Liam Broady,Thomas Fabbiano,23%,1.64,74%,0.7391304347826086,0.23076923076923078,23,13,1.64,Liam Broady,Mens,Fav
6281,Liam Broady,Denis Istomin,20%,1.15,83%,0.8333333333333334,0.2,12,5,1.15,Liam Broady,Mens,Fav
6282,Jurij Rodionov,Jason Jung,17%,1.42,45%,0.45454545454545453,0.16666666666666666,11,6,1.42,Jurij Rodionov,Mens,Fav
6283,Cedrik Marcel Stebe,Yosuke Watanuki,40%,1.65,64%,0.6363636363636364,0.4,11,5,1.65,Cedrik Marcel Stebe,Mens,Fav
6284,Mackenzie Mcdonald,Nikoloz Basilashvili,50%,1.63,33%,0.3333333333333333,0.5,15,18,1.63,Mackenzie Mcdonald,Mens,Fav
6285,Cameron Norrie,Ugo Humbert,33%,1.69,48%,0.4782608695652174,0.3333333333333333,23,6,1.69,Cameron Norrie,Mens,Fav
6286,Elise Mertens,Alize Cornet,33%,1.44,47%,0.4666666666666667,0.3333333333333333,15,15,1.44,Elise Mertens,Womens,Fav
6287,Ekaterina Alexandrova,Ekaterina Alexandrova,40%,2.14,67%,0.6666666666666666,0.4,15,10,1.7,Camila Giorgi,Womens,Dog
6288,Belinda Bencic,Veronika Kudermetova,38%,1.57,64%,0.6363636363636364,0.375,11,16,1.57,Belinda Bencic,Womens,Fav
6289,Varvara Gracheva,Varvara Gracheva,50%,2.31,50%,0.5,0.5,10,14,1.58,Ana Bogdan,Womens,Dog
6290,Rebecca Peterson,Bernarda Pera,50%,1.77,69%,0.6875,0.5,16,8,1.77,Rebecca Peterson,Womens,Fav
6291,Kaja Juvan,Caty Mcnally,40%,1.54,55%,0.5454545454545454,0.4,11,5,1.54,Kaja Juvan,Womens,Fav
6292,Alex De Minaur,David Goffin,33%,1.32,37%,0.3684210526315789,0.3333333333333333,19,6,1.32,Alex De Minaur,Mens,Fav
6293,Vasek Pospisil,Christopher Eubanks,82%,1.55,70%,0.7,0.8181818181818182,10,11,1.55,Vasek Pospisil,Mens,Fav
6294,Kimmer Coppejans,Kimmer Coppejans,20%,1.94,30%,0.3,0.2,10,5,1.8,Marc Polmans,Mens,Dog
6295,Jonas Forejtek,Manuel Guinard,80%,1.66,40%,0.4,0.8,10,5,1.66,Jonas Forejtek,Mens,Fav
6296,Hugo Grenier,Vit Kopriva,57%,1.71,64%,0.6428571428571429,0.5714285714285714,14,7,1.71,Hugo Grenier,Mens,Fav
6297,Chun Hsin Tseng,Chun Hsin Tseng,40%,1.89,50%,0.5,0.4,10,5,1.85,Jay Clarke,Mens,Dog
6298,Borna Gojo,Sasi Kumar Mukund,40%,1.24,50%,0.5,0.4,10,5,1.24,Borna Gojo,Mens,Fav
6299,Aleksandar Vukic,Jason Kubler,17%,1.36,45%,0.45454545454545453,0.16666666666666666,22,6,1.36,Aleksandar Vukic,Mens,Fav
6300,Antoine Bellier,Antoine Bellier,40%,2.47,0%,0.0,0.4,5,5,1.49,Steven Diez,Mens,Dog
6301,Mikhail Kukushkin,Mikhail Kukushkin,25%,2.72,50%,0.5,0.25,10,8,1.41,Tomas Machac,Mens,Dog
6302,Luca Van Assche,Luca Van Assche,60%,2.4,40%,0.4,0.6,10,5,1.53,Antoine Hoang,Mens,Dog
6303,Constant Lestienne,Mohamed Safwat,0%,1.23,90%,0.9,0.0,10,5,1.23,Constant Lestienne,Mens,Fav
6304,Tristan Lamasine,Tristan Lamasine,60%,2.27,50%,0.5,0.6,10,5,1.57,Vitaliy Sachko,Mens,Dog
6305,Maximilian Marterer,Kyrian Jacquet,33%,1.17,90%,0.9,0.3333333333333333,10,6,1.17,Maximilian Marterer,Mens,Fav
6306,Mats Rosenkranz,Mats Rosenkranz,40%,2.96,60%,0.6,0.4,10,5,1.34,Evan Furness,Mens,Dog
6307,Arjun Kadhe,Arjun Kadhe,40%,2.05,12%,0.125,0.4,8,5,1.68,Alexander Erler,Mens,Dog
6308,Jiri Lehecka,Jiri Lehecka,43%,2.64,90%,0.9,0.42857142857142855,10,7,1.45,Corentin Moutet,Mens,Dog
6309,Vasek Pospisil,Yasutaka Uchiyama,0%,1.18,62%,0.6153846153846154,0.0,13,6,1.18,Vasek Pospisil,Mens,Fav
6310,Jason Jung,Go Soeda,33%,1.74,20%,0.2,0.3333333333333333,10,9,1.74,Jason Jung,Mens,Fav
6311,Christopher Eubanks,Christopher Eubanks,75%,2.24,33%,0.3333333333333333,0.75,15,8,1.61,J J Wolf,Mens,Dog
6312,Cedrik Marcel Stebe,Cedrik Marcel Stebe,33%,2.04,30%,0.3,0.3333333333333333,10,6,1.74,Bjorn Fratangelo,Mens,Dog
6313,Henri Laaksonen,Tim Van Rijthoven,33%,1.72,64%,0.6363636363636364,0.3333333333333333,11,6,1.72,Henri Laaksonen,Mens,Fav
6314,Caty Mcnally,Caty Mcnally,20%,2.43,75%,0.75,0.2,12,5,1.52,Anna Kalinskaya,Womens,Dog
6315,Bernabe Zapata Miralles,Bernabe Zapata Miralles,20%,2.67,50%,0.5,0.2,10,5,1.44,Hugo Gaston,Mens,Dog
6316,Rebecca Peterson,Ekaterine Gorgodze,20%,1.06,80%,0.8,0.2,10,5,1.06,Rebecca Peterson,Womens,Fav
6317,Jule Niemeier,Natalia Vikhlyantseva,50%,1.45,60%,0.6,0.5,10,6,1.45,Jule Niemeier,Womens,Fav
6318,Yosuke Watanuki,Yosuke Watanuki,40%,2.3,64%,0.6363636363636364,0.4,11,10,1.58,Ernesto Escobedo,Mens,Dog
6319,Bernarda Pera,Ekaterina Kazionova,60%,1.18,60%,0.6,0.6,10,5,1.18,Bernarda Pera,Womens,Fav
6320,Ana Bogdan,Ulrikke Eikeri,33%,1.09,70%,0.7,0.3333333333333333,10,6,1.09,Ana Bogdan,Womens,Fav
6321,Egor Gerasimov,Philipp Kohlschreiber,60%,1.55,77%,0.7692307692307693,0.6,13,5,1.55,Egor Gerasimov,Mens,Fav
6322,Dan Added,Dan Added,20%,2.63,50%,0.5,0.2,10,5,1.44,Alexander Ritschard,Mens,Dog
6323,Antoine Bellier,Antoine Bellier,40%,3.13,80%,0.8,0.4,5,5,1.32,Elliot Benchetrit,Mens,Dog
6324,Manuel Guinard,Calvin Hemery,20%,1.64,45%,0.45454545454545453,0.2,11,5,1.64,Manuel Guinard,Mens,Fav
6325,Jonas Forejtek,Sebastian Fanselow,60%,1.5,40%,0.4,0.6,10,5,1.5,Jonas Forejtek,Mens,Fav
6326,Maximilian Marterer,Viktor Durasovic,33%,1.22,90%,0.9,0.3333333333333333,10,6,1.22,Maximilian Marterer,Mens,Fav
6327,Mats Rosenkranz,Filip Cristian Jianu,17%,1.65,40%,0.4,0.16666666666666666,10,6,1.65,Mats Rosenkranz,Mens,Fav
6328,Ulrikke Eikeri,Ulrikke Eikeri,17%,4.92,82%,0.8181818181818182,0.16666666666666666,11,6,1.16,Harriet Dart,Womens,Dog
6329,Kaja Juvan,Vitalia Diatchenko,43%,1.61,50%,0.5,0.42857142857142855,10,7,1.61,Kaja Juvan,Womens,Fav
6330,Jule Niemeier,Jule Niemeier,60%,1.99,60%,0.6,0.6,10,5,1.77,Anna Bondar,Womens,Dog
6331,Ekaterina Kazionova,Ekaterina Kazionova,60%,4.02,30%,0.3,0.6,10,5,1.22,Anastasia Gasanova,Womens,Dog
6332,Ana Bogdan,Lin Zhu,60%,1.49,40%,0.4,0.6,10,5,1.49,Ana Bogdan,Womens,Fav
6333,Viktoria Kuzmova,Cristina Bucsa,62%,1.61,70%,0.7,0.625,10,8,1.61,Viktoria Kuzmova,Womens,Fav
6334,Bernarda Pera,Viktoriya Tomova,0%,1.43,40%,0.4,0.0,10,5,1.43,Bernarda Pera,Womens,Fav
6335,Corentin Moutet,Jelle Sels,40%,1.13,91%,0.9090909090909091,0.4,11,5,1.13,Corentin Moutet,Mens,Fav
6336,Bernabe Zapata Miralles,Flavio Cobolli,33%,1.73,40%,0.4,0.3333333333333333,10,6,1.73,Bernabe Zapata Miralles,Mens,Fav
6337,Tim Van Rijthoven,Salvatore Caruso,83%,1.45,45%,0.45454545454545453,0.8333333333333334,11,6,1.45,Tim Van Rijthoven,Mens,Fav
6338,Philipp Kohlschreiber,Jozef Kovalik,20%,1.36,50%,0.5,0.2,8,5,1.36,Philipp Kohlschreiber,Mens,Fav
6339,Jiri Lehecka,Jesper De Jong,40%,1.52,69%,0.6923076923076923,0.4,13,5,1.52,Jiri Lehecka,Mens,Fav
6340,Hugo Gaston,Robin Haase,40%,1.53,50%,0.5,0.4,10,5,1.53,Hugo Gaston,Mens,Fav
6341,Henri Laaksonen,Damir Dzumhur,25%,1.73,75%,0.75,0.25,12,8,1.73,Henri Laaksonen,Mens,Fav
6342,Egor Gerasimov,Daniel Masur,33%,1.28,80%,0.8,0.3333333333333333,10,6,1.28,Egor Gerasimov,Mens,Fav
6343,Kamil Majchrzak,Lorenzo Musetti,40%,1.65,90%,0.9,0.4,10,5,1.65,Kamil Majchrzak,Mens,Fav
6344,Elias Ymer,Stefano Travaglia,40%,1.79,70%,0.7,0.4,10,5,1.79,Elias Ymer,Mens,Fav
6345,Emil Ruusuvuori,Jiri Vesely,80%,1.37,90%,0.9,0.8,10,5,1.37,Emil Ruusuvuori,Mens,Fav
6346,Joao Sousa,Joao Sousa,100%,2.49,82%,0.8181818181818182,1.0,11,6,1.55,Daniel Altmaier,Mens,Dog
6347,Alexander Bublik,Alexander Bublik,60%,2.78,64%,0.6363636363636364,0.6,11,5,1.44,Roberto Bautista Agut,Mens,Dog
6348,Dominic Stricker,Dominic Stricker,80%,1.96,60%,0.6,0.8,10,5,1.81,Ernesto Escobedo,Mens,Dog
6349,Filip Krajinovic,Damir Dzumhur,60%,1.4,60%,0.6,0.6,10,5,1.4,Filip Krajinovic,Mens,Fav
6350,Mikael Ymer,Richard Gasquet,60%,1.68,57%,0.5714285714285714,0.6,14,5,1.68,Mikael Ymer,Mens,Fav
6351,Thomas Fabbiano,Thomas Fabbiano,60%,2.13,73%,0.7272727272727273,0.6,11,5,1.68,Cedrik Marcel Stebe,Mens,Dog
6352,Alexander Zverev,Adrian Mannarino,33%,1.21,100%,1.0,0.3333333333333333,11,6,1.21,Alexander Zverev,Mens,Fav
6353,Elias Ymer,Elias Ymer,60%,3.5,73%,0.7272727272727273,0.6,11,5,1.3,Aslan Karatsev,Mens,Dog
6354,Emil Ruusuvuori,Vit Kopriva,100%,1.2,90%,0.9,1.0,10,5,1.2,Emil Ruusuvuori,Mens,Fav
6355,Jiri Vesely,Bernabe Zapata Miralles,60%,1.51,70%,0.7,0.6,10,5,1.51,Jiri Vesely,Mens,Fav
6356,Adrian Mannarino,David Goffin,40%,1.57,33%,0.3333333333333333,0.4,12,5,1.57,Adrian Mannarino,Mens,Fav
6357,Alexander Zverev,Mackenzie Mcdonald,83%,1.14,100%,1.0,0.8333333333333334,11,6,1.14,Alexander Zverev,Mens,Fav
6358,Mikael Ymer,Mikael Ymer,40%,3.8,92%,0.9166666666666666,0.4,12,5,1.26,Gael Monfils,Mens,Dog
6359,Richard Gasquet,Richard Gasquet,60%,2.69,60%,0.6,0.6,10,5,1.47,Soon Woo Kwon,Mens,Dog
6360,Alexis Galarneau,Alexis Galarneau,80%,3.13,100%,1.0,0.8,12,5,1.33,Liam Broady,Mens,Dog
6361,Michael Mmoh,Michael Mmoh,60%,2.2,60%,0.6,0.6,10,5,1.63,Jack Sock,Mens,Dog
6362,Yoshihito Nishioka,Yasutaka Uchiyama,33%,1.14,80%,0.8,0.3333333333333333,10,6,1.14,Yoshihito Nishioka,Mens,Fav
6363,Damir Dzumhur,Damir Dzumhur,60%,2.38,60%,0.6,0.6,10,5,1.58,Nikoloz Basilashvili,Mens,Dog
6364,Daniel Altmaier,Daniel Altmaier,80%,2.01,80%,0.8,0.8,10,5,1.8,Radu Albot,Mens,Dog
6365,Joao Sousa,Joao Sousa,100%,2.25,60%,0.6,1.0,10,6,1.65,Gianluca Mager,Mens,Dog
6366,Kamil Majchrzak,Quentin Halys,80%,1.64,90%,0.9,0.8,10,5,1.64,Kamil Majchrzak,Mens,Fav
6367,Lorenzo Musetti,Lorenzo Musetti,40%,2.32,100%,1.0,0.4,10,5,1.61,Aleksandar Vukic,Mens,Dog
6368,Adrian Mannarino,Adrian Mannarino,33%,2.05,45%,0.45454545454545453,0.3333333333333333,11,6,1.78,Alejandro Davidovich Fokina,Mens,Dog
6369,Alexander Bublik,Pierre Hugues Herbert,60%,1.53,55%,0.5454545454545454,0.6,11,5,1.53,Alexander Bublik,Mens,Fav
6370,Mackenzie Mcdonald,Ilya Ivashka,83%,1.66,90%,0.9,0.8333333333333334,10,6,1.66,Mackenzie Mcdonald,Mens,Fav
6371,Richard Gasquet,Richard Gasquet,60%,2.81,20%,0.2,0.6,10,5,1.43,Ugo Humbert,Mens,Dog
6372,Roberto Bautista Agut,Gilles Simon,40%,1.14,64%,0.6363636363636364,0.4,11,5,1.14,Roberto Bautista Agut,Mens,Fav
6373,Cedrik Marcel Stebe,Cedrik Marcel Stebe,60%,1.97,60%,0.6,0.6,10,5,1.79,Jurij Rodionov,Mens,Dog
6374,Dominic Stricker,Emilio Nava,60%,1.5,70%,0.7,0.6,10,5,1.5,Dominic Stricker,Mens,Fav
6375,Emilio Gomez,Jason Jung,0%,1.48,64%,0.6363636363636364,0.0,11,6,1.48,Emilio Gomez,Mens,Fav
6376,Ernesto Escobedo,Nicola Kuhn,38%,1.41,60%,0.6,0.375,10,8,1.41,Ernesto Escobedo,Mens,Fav
6377,Jack Sock,Brayden Schnur,80%,1.47,60%,0.6,0.8,10,5,1.47,Jack Sock,Mens,Fav
6378,Thomas Fabbiano,Thomas Fabbiano,60%,2.35,45%,0.45454545454545453,0.6,11,5,1.55,Tennys Sandgren,Mens,Dog
6379,Soon Woo Kwon,Hugo Gaston,60%,1.57,62%,0.6153846153846154,0.6,13,5,1.57,Soon Woo Kwon,Mens,Fav
6380,Gilles Simon,Antoine Hoang,33%,1.64,36%,0.36363636363636365,0.3333333333333333,11,6,1.64,Gilles Simon,Mens,Fav
6381,Damir Dzumhur,Ernests Gulbis,60%,1.5,70%,0.7,0.6,10,5,1.5,Damir Dzumhur,Mens,Fav
6382,Vit Kopriva,Vit Kopriva,57%,2.07,46%,0.46153846153846156,0.5714285714285714,13,7,1.72,Altug Celikbilek,Mens,Dog
6383,Jay Clarke,Alexandre Muller,43%,1.71,50%,0.5,0.42857142857142855,10,7,1.71,Jay Clarke,Mens,Fav
6384,Elias Ymer,Marc Polmans,40%,1.43,80%,0.8,0.4,10,5,1.43,Elias Ymer,Mens,Fav
6385,Daniel Altmaier,Prajnesh Gunneswaran,40%,1.36,80%,0.8,0.4,10,5,1.36,Daniel Altmaier,Mens,Fav
6386,Quentin Halys,Quentin Halys,33%,2.25,70%,0.7,0.3333333333333333,10,6,1.63,Ricardas Berankis,Mens,Dog
6387,Kacper Zuk,Kacper Zuk,44%,2.6,40%,0.4,0.4444444444444444,10,9,1.47,Roman Safiullin,Mens,Dog
6388,Gian Marco Moroni,Kimmer Coppejans,17%,1.68,45%,0.45454545454545453,0.16666666666666666,11,6,1.68,Gian Marco Moroni,Mens,Fav
6389,Pierre Hugues Herbert,Pierre Hugues Herbert,40%,2.14,20%,0.2,0.4,10,5,1.66,Mikhail Kukushkin,Mens,Dog
6390,Radu Albot,Federico Gaio,50%,1.25,70%,0.7,0.5,10,6,1.25,Radu Albot,Mens,Fav
6391,David Goffin,Benjamin Bonzi,38%,1.86,29%,0.2857142857142857,0.375,7,8,1.86,David Goffin,Mens,Fav
6392,Alexander Bublik,Alexander Bublik,36%,2.27,80%,0.8,0.36363636363636365,10,11,1.63,Tallon Griekspoor,Mens,Dog
6393,Nicola Kuhn,Nicola Kuhn,33%,2.68,42%,0.4166666666666667,0.3333333333333333,12,6,1.43,Bjorn Fratangelo,Mens,Dog
6394,Ernesto Escobedo,Keegan Smith,40%,1.12,58%,0.5833333333333334,0.4,12,5,1.12,Ernesto Escobedo,Mens,Fav
6395,Ulises Blanch,Nicolas Mejia,60%,1.84,38%,0.375,0.6,8,5,1.84,Ulises Blanch,Mens,Fav
6396,Yosuke Watanuki,Nick Chappell,0%,1.14,50%,0.5,0.0,10,5,1.14,Yosuke Watanuki,Mens,Fav
6397,Rinky Hijikata,Michail Pervolarakis,40%,1.29,64%,0.6363636363636364,0.4,11,5,1.29,Rinky Hijikata,Mens,Fav
6398,Emilio Nava,Emilio Nava,40%,2.54,50%,0.5,0.4,10,5,1.46,Yosuke Watanuki,Mens,Dog
6399,Roberto Quiroz,Michael Geerts,50%,1.52,50%,0.5,0.5,10,6,1.52,Roberto Quiroz,Mens,Fav
6400,Alexandre Muller,Alexandre Muller,43%,2.35,82%,0.8181818181818182,0.42857142857142855,11,7,1.55,Enzo Couacaud,Mens,Dog
6401,Altug Celikbilek,Sasi Kumar Mukund,0%,1.3,40%,0.4,0.0,10,5,1.3,Altug Celikbilek,Mens,Fav
6402,Elias Ymer,Dimitar Kuzmanov,20%,1.39,50%,0.5,0.2,14,5,1.39,Elias Ymer,Mens,Fav
6403,Gian Marco Moroni,Gian Marco Moroni,25%,1.87,50%,0.5,0.25,12,8,1.86,Evgeny Donskoy,Mens,Dog
6404,Marc Polmans,Marc Polmans,40%,2.34,29%,0.2857142857142857,0.4,7,5,1.56,Chun Hsin Tseng,Mens,Dog
6405,Damir Dzumhur,Zizou Bergs,20%,1.73,55%,0.5454545454545454,0.2,11,5,1.73,Damir Dzumhur,Mens,Fav
6406,Ernests Gulbis,Ernests Gulbis,40%,2.47,80%,0.8,0.4,10,5,1.5,Feliciano Lopez,Mens,Dog
6407,Vasek Pospisil,Gregoire Barrere,38%,1.63,50%,0.5,0.375,10,8,1.63,Vasek Pospisil,Mens,Fav
6408,Gilles Simon,Marc Andrea Huesler,40%,1.83,30%,0.3,0.4,10,5,1.83,Gilles Simon,Mens,Fav
