,Winner,Dog,Dog_Record,Winner_Odds,Fav_Record,percent,percent2,Fav_Games,Dog_Games,Fav_Odds,Fav,Sex,Winx
588,Anastasia Tikhonova,Anastasia Tikhonova,40%,2.39,44%,0.4444444444444444,0.4,9,5,1.53,Na Lae Han,Womens,Dog
589,Diana Shnaider,Robin Montgomery,33%,1.83,50%,0.5,0.3333333333333333,6,6,1.83,Diana Shnaider,Womens,Fav
590,Katherine Sebov,Katherine Sebov,20%,1.94,50%,0.5,0.2,10,5,1.81,Priscilla Hon,Womens,Dog
591,Erika Andreeva,Katarina Zavatska,0%,1.83,60%,0.6,0.0,10,5,1.83,Erika Andreeva,Womens,Fav
592,Asia Muhammad,Asia Muhammad,40%,2.83,54%,0.5384615384615384,0.4,13,10,1.41,Anna Lena Friedsam,Womens,Dog
593,Brenda Fruhvirtova,Daria Snigur,11%,1.71,60%,0.6,0.1111111111111111,5,9,1.71,Brenda Fruhvirtova,Womens,Fav
594,Kristina Mladenovic,Kristina Mladenovic,33%,2.57,50%,0.5,0.3333333333333333,10,15,1.48,Marina Bassols Ribera,Womens,Dog
595,Sara Bejlek,Sara Bejlek,80%,2.98,57%,0.5714285714285714,0.8,14,5,1.37,Alycia Parks,Womens,Dog
596,Maximilian Neuchrist,Goncalo Oliveira,60%,1.58,70%,0.7,0.6,10,5,1.58,Maximilian Neuchrist,Mens,Fav
597,Sophie Chang,Sophie Chang,40%,2.88,70%,0.7,0.4,10,5,1.39,Elina Avanesyan,Womens,Dog
598,Arthur Fils,Arthur Fils,73%,2.47,64%,0.6363636363636364,0.7272727272727273,11,11,1.5,Cem Ilkel,Mens,Dog
599,Thanasi Kokkinakis,Thanasi Kokkinakis,43%,3.29,86%,0.8636363636363636,0.42857142857142855,22,14,1.33,Andrey Rublev,Mens,Dog
600,Miomir Kecmanovic,Jason Kubler,33%,1.53,55%,0.55,0.3333333333333333,20,6,1.53,Miomir Kecmanovic,Mens,Fav
601,Roberto Bautista Agut,Robin Haase,40%,1.09,70%,0.7,0.4,10,5,1.09,Roberto Bautista Agut,Mens,Fav
602,Soon Woo Kwon,Soon Woo Kwon,32%,2.54,75%,0.75,0.32,28,25,1.51,Pablo Carreno Busta,Mens,Dog
603,Mikael Ymer,Mackenzie Mcdonald,59%,1.67,60%,0.6,0.5897435897435898,35,39,1.67,Mikael Ymer,Mens,Fav
604,Karen Khachanov,Marc Andrea Huesler,64%,1.35,60%,0.5961538461538461,0.6428571428571429,52,14,1.35,Karen Khachanov,Mens,Fav
605,Jack Draper,Tommy Paul,55%,1.81,55%,0.55,0.5490196078431373,20,51,1.81,Jack Draper,Mens,Fav
606,Alejandro Davidovich Fokina,John Millman,46%,1.43,70%,0.7,0.46153846153846156,10,26,1.43,Alejandro Davidovich Fokina,Mens,Fav
607,Laslo Djere,Laslo Djere,8%,4.89,88%,0.875,0.08333333333333333,24,12,1.18,Casper Ruud,Mens,Dog
608,Constant Lestienne,Gregoire Barrere,77%,1.86,43%,0.42857142857142855,0.7692307692307693,14,13,1.86,Constant Lestienne,Mens,Fav
609,David Goffin,Christopher Eubanks,38%,1.56,25%,0.25,0.375,16,16,1.56,David Goffin,Mens,Fav
610,Quentin Halys,Ben Shelton,71%,1.74,48%,0.47619047619047616,0.7142857142857143,21,7,1.74,Quentin Halys,Mens,Fav
611,Richard Gasquet,Joao Sousa,15%,1.4,43%,0.42857142857142855,0.15384615384615385,21,13,1.4,Richard Gasquet,Mens,Fav
612,Ricardas Berankis,Lucas Gerch,60%,1.38,73%,0.7272727272727273,0.6,11,5,1.38,Ricardas Berankis,Mens,Fav
613,Jenson Brooksby,Diego Schwartzman,53%,1.53,58%,0.5833333333333334,0.5263157894736842,36,38,1.53,Jenson Brooksby,Mens,Fav
614,Cameron Norrie,Jiri Lehecka,45%,1.28,79%,0.7878787878787878,0.45454545454545453,33,11,1.28,Cameron Norrie,Mens,Fav
615,Pierre Hugues Herbert,Filip Cristian Jianu,33%,1.46,50%,0.5,0.3333333333333333,10,12,1.46,Pierre Hugues Herbert,Mens,Fav
616,Arthur Cazaux,Prajnesh Gunneswaran,80%,1.4,73%,0.7272727272727273,0.8,11,5,1.4,Arthur Cazaux,Mens,Fav
617,Marek Gengel,Michael Geerts,43%,1.68,73%,0.7272727272727273,0.42857142857142855,11,7,1.68,Marek Gengel,Mens,Fav
618,Jason Jung,Beibit Zhukayev,38%,1.34,23%,0.23076923076923078,0.375,13,8,1.34,Jason Jung,Mens,Fav
619,Tennys Sandgren,Benjamin Hassan,60%,1.44,64%,0.6363636363636364,0.6,11,5,1.44,Tennys Sandgren,Mens,Fav
620,Evgeny Donskoy,Yasutaka Uchiyama,57%,1.68,80%,0.8,0.5714285714285714,15,7,1.68,Evgeny Donskoy,Mens,Fav
621,Lloyd Harris,Mats Moraing,43%,1.28,80%,0.8,0.42857142857142855,10,14,1.28,Lloyd Harris,Mens,Fav
622,Dennis Novak,Valentin Royer,33%,1.23,70%,0.7,0.3333333333333333,10,6,1.23,Dennis Novak,Mens,Fav
623,Alison Van Uytvanck,Alison Van Uytvanck,29%,2.89,50%,0.5,0.2857142857142857,34,14,1.41,Magda Linette,Womens,Dog
624,Maryna Zanevska,Maryna Zanevska,29%,2.97,68%,0.68,0.2857142857142857,25,7,1.4,Elise Mertens,Womens,Dog
625,Anna Blinkova,Lucia Bronzetti,44%,1.46,53%,0.5263157894736842,0.4375,19,16,1.46,Anna Blinkova,Womens,Fav
626,Asia Muhammad,Paula Ormaechea,0%,1.4,36%,0.36363636363636365,0.0,11,7,1.4,Asia Muhammad,Womens,Fav
627,Sofia Kenin,Lin Zhu,60%,1.53,25%,0.25,0.6,16,5,1.53,Sofia Kenin,Womens,Fav
628,Bernarda Pera,Bernarda Pera,30%,1.96,38%,0.38095238095238093,0.3,21,20,1.84,Madison Brengle,Womens,Dog
629,Elisabetta Cocciaretto,Elisabetta Cocciaretto,50%,2.2,47%,0.47368421052631576,0.5,38,8,1.66,Alize Cornet,Womens,Dog
630,Nuria Parrizas Diaz,Mayar Sherif,8%,1.56,35%,0.34615384615384615,0.07692307692307693,26,13,1.56,Nuria Parrizas Diaz,Womens,Fav
631,Yulia Putintseva,Yulia Putintseva,43%,2.02,33%,0.3333333333333333,0.43478260869565216,21,23,1.79,Claire Liu,Womens,Dog
632,Amanda Anisimova,Amanda Anisimova,38%,2.91,61%,0.6111111111111112,0.38461538461538464,36,26,1.41,Liudmila Samsonova,Womens,Dog
633,Ysaline Bonaventure,Tamara Zidansek,50%,1.72,64%,0.6428571428571429,0.5,14,22,1.72,Ysaline Bonaventure,Womens,Fav
634,Qinwen Zheng,Shelby Rogers,53%,1.57,59%,0.5925925925925926,0.5294117647058824,27,34,1.57,Qinwen Zheng,Womens,Fav
635,Facundo Diaz Acosta,Facundo Diaz Acosta,40%,2.23,43%,0.42857142857142855,0.4,14,5,1.62,Gijs Brouwer,Mens,Dog
636,Anna Kalinskaya,Jelena Ostapenko,59%,1.84,58%,0.5769230769230769,0.5897435897435898,26,39,1.84,Anna Kalinskaya,Womens,Fav
637,Katerina Siniakova,Katerina Siniakova,41%,1.9,41%,0.40540540540540543,0.41379310344827586,37,29,1.89,Anastasia Potapova,Womens,Dog
638,Veronika Kudermetova,Victoria Azarenka,62%,1.61,47%,0.4666666666666667,0.6176470588235294,45,34,1.61,Veronika Kudermetova,Womens,Fav
639,Paula Badosa,Paula Badosa,60%,2.13,70%,0.6956521739130435,0.5952380952380952,46,42,1.7,Anett Kontaveit,Womens,Dog
640,Francesco Passaro,Lukas Rosol,33%,1.61,44%,0.4444444444444444,0.3333333333333333,9,9,1.61,Francesco Passaro,Mens,Fav
641,Leandro Riedi,Tim Van Rijthoven,50%,1.62,70%,0.7,0.5,10,20,1.62,Leandro Riedi,Mens,Fav
642,Marco Trungelliti,Marco Trungelliti,56%,2.15,60%,0.6,0.5555555555555556,15,9,1.66,Geoffrey Blancaneaux,Mens,Dog
643,Mattia Bellucci,Tung lin Wu,60%,1.84,80%,0.8,0.6,10,5,1.84,Mattia Bellucci,Mens,Fav
644,Diana Shnaider,Joanne Zuger,20%,1.21,40%,0.4,0.2,5,5,1.21,Diana Shnaider,Womens,Fav
645,Barbora Krejcikova,Alison Riske Amritraj,56%,1.32,64%,0.6363636363636364,0.5555555555555556,33,27,1.32,Barbora Krejcikova,Womens,Fav
646,Marc Polmans,Marc Polmans,33%,1.97,80%,0.8,0.3333333333333333,10,9,1.79,Lukas Klein,Mens,Dog
647,Robin Montgomery,Lourdes Carle Maria,20%,1.34,50%,0.5,0.2,10,5,1.34,Robin Montgomery,Womens,Fav
648,Rebeka Masarova,Gabriela Lee,20%,1.07,80%,0.8,0.2,10,5,1.07,Rebeka Masarova,Womens,Fav
649,Lucrezia Stefanini,Lucrezia Stefanini,38%,2.21,45%,0.45454545454545453,0.375,11,8,1.62,Anastasia Zakharova,Womens,Dog
650,Yuriko Miyazaki,Yuriko Miyazaki,60%,2.76,55%,0.5454545454545454,0.6,11,5,1.42,Hailey Baptiste,Womens,Dog
651,Jessika Ponchet,Jessika Ponchet,46%,2.84,67%,0.6666666666666666,0.46153846153846156,9,13,1.4,Katie Swan,Womens,Dog
652,Kristina Mladenovic,Maddison Inglis,67%,1.74,40%,0.4,0.6666666666666666,10,9,1.74,Kristina Mladenovic,Womens,Fav
653,Marina Bassols Ribera,Valentini Grammatikopoulou,75%,1.41,44%,0.4444444444444444,0.75,9,8,1.41,Marina Bassols Ribera,Womens,Fav
654,Despina Papamichail,Reka Luca Jani,40%,1.7,42%,0.4166666666666667,0.4,12,5,1.7,Despina Papamichail,Womens,Fav
655,Priscilla Hon,Priscilla Hon,50%,1.88,54%,0.5384615384615384,0.5,13,6,1.86,Katrina Scott,Womens,Dog
656,Katherine Sebov,Katherine Sebov,33%,5.39,75%,0.75,0.3333333333333333,12,6,1.14,Linda Noskova,Womens,Dog
657,Simona Waltert,Simona Waltert,40%,2.06,38%,0.375,0.4,16,5,1.72,Greet Minnen,Womens,Dog
658,Katie Boulter,Caroline Dolehide,46%,1.35,90%,0.9,0.46153846153846156,10,13,1.35,Katie Boulter,Womens,Fav
659,Na Lae Han,Na Lae Han,0%,3.2,65%,0.6470588235294118,0.0,17,5,1.33,Viktoria Kuzmova,Womens,Dog
660,Daria Snigur,Fernanda Contreras Gomez,67%,1.4,40%,0.4,0.6666666666666666,10,6,1.4,Daria Snigur,Womens,Fav
661,Michael Mmoh,Bruno Kuzuhara,20%,1.1,83%,0.8333333333333334,0.2,12,5,1.1,Michael Mmoh,Mens,Fav
662,Dominic Stricker,Cedrik Marcel Stebe,30%,1.26,53%,0.5333333333333333,0.3,15,10,1.26,Dominic Stricker,Mens,Fav
663,Pedro Sousa,Nikolas Sanchez Izquierdo,14%,1.78,20%,0.2,0.14285714285714285,5,7,1.78,Pedro Sousa,Mens,Fav
664,Filip Cristian Jianu,Aziz Dougaz,40%,1.54,30%,0.3,0.4,10,5,1.54,Filip Cristian Jianu,Mens,Fav
665,Arthur Cazaux,Giovanni Fonio,80%,1.44,83%,0.8333333333333334,0.8,12,5,1.44,Arthur Cazaux,Mens,Fav
666,Dennis Novak,Henri Squire,20%,1.19,60%,0.6,0.2,10,5,1.19,Dennis Novak,Mens,Fav
667,Valentin Royer,Billy Harris,29%,1.64,80%,0.8,0.2857142857142857,10,7,1.64,Valentin Royer,Mens,Fav
668,Yasutaka Uchiyama,Yasutaka Uchiyama,15%,2.02,40%,0.4,0.15384615384615385,10,13,1.73,Kacper Zuk,Mens,Dog
669,Jason Jung,Jason Jung,27%,1.96,50%,0.5,0.26666666666666666,10,15,1.78,Sho Shimabukuro,Mens,Dog
670,Benjamin Hassan,Benjamin Hassan,20%,2.25,60%,0.6,0.2,10,5,1.59,Alafia Ayeni,Mens,Dog
671,Evgeny Donskoy,Denis Yevseyev,40%,1.14,75%,0.75,0.4,12,10,1.14,Evgeny Donskoy,Mens,Fav
672,Lloyd Harris,Kasidit Samrej,40%,1.06,83%,0.8333333333333334,0.4,12,5,1.06,Lloyd Harris,Mens,Fav
673,Stefano Travaglia,Andrea Arnaboldi,40%,1.29,60%,0.6,0.4,10,5,1.29,Stefano Travaglia,Mens,Fav
674,Marcos Giron,Federico Coria,23%,1.19,53%,0.5263157894736842,0.23076923076923078,38,13,1.19,Marcos Giron,Mens,Fav
675,Gregoire Barrere,Gregoire Barrere,78%,2.38,58%,0.5833333333333334,0.7777777777777778,12,9,1.58,John Isner,Mens,Dog
676,Christopher Eubanks,Christopher Eubanks,62%,2.09,38%,0.375,0.6206896551724138,16,29,1.74,Ugo Humbert,Mens,Dog
677,Quentin Halys,Alex Molcan,38%,1.4,50%,0.5,0.375,18,16,1.4,Quentin Halys,Mens,Fav
678,Jiri Lehecka,Thiago Monteiro,48%,1.56,53%,0.5294117647058824,0.4782608695652174,17,23,1.56,Jiri Lehecka,Mens,Fav
679,Ben Shelton,Sebastian Baez,20%,1.43,60%,0.6,0.2,10,10,1.43,Ben Shelton,Mens,Fav
680,Tommy Paul,Christopher Oconnell,38%,1.44,65%,0.6451612903225806,0.38461538461538464,31,13,1.44,Tommy Paul,Mens,Fav
681,John Millman,Albert Ramos Vinolas,33%,1.56,48%,0.4827586206896552,0.3333333333333333,29,6,1.56,John Millman,Mens,Fav
682,Marc Andrea Huesler,Marc Andrea Huesler,56%,2.15,56%,0.5555555555555556,0.5555555555555556,45,18,1.69,Arthur Rinderknech,Mens,Dog
683,Soon Woo Kwon,Tomas Machac,45%,1.86,62%,0.6190476190476191,0.45454545454545453,21,11,1.86,Soon Woo Kwon,Mens,Fav
684,Mikael Ymer,Emil Ruusuvuori,61%,1.75,58%,0.5757575757575758,0.6052631578947368,33,38,1.75,Mikael Ymer,Mens,Fav
685,Jason Kubler,Tomas Martin Etcheverry,20%,1.42,36%,0.36363636363636365,0.2,11,5,1.42,Jason Kubler,Mens,Fav
686,Yannick Hanfmann,Yannick Hanfmann,67%,2.16,47%,0.47368421052631576,0.6666666666666666,19,12,1.67,Maximilian Marterer,Mens,Dog
687,Lorenzo Giustino,Lorenzo Giustino,40%,2.35,50%,0.5,0.4,12,5,1.54,Elmar Ejupovic,Mens,Dog
688,Dino Prizmic,Evgeny Karlovskiy,100%,1.28,86%,0.8571428571428571,1.0,7,5,1.28,Dino Prizmic,Mens,Fav
689,Laslo Djere,Jaume Munar,36%,1.75,50%,0.5,0.36,26,25,1.75,Laslo Djere,Mens,Fav
690,Lucas Gerch,Lucas Gerch,60%,2.17,50%,0.5,0.6,10,5,1.64,Mark Lajal,Mens,Dog
691,Ernesto Escobedo,Ernesto Escobedo,56%,3.25,80%,0.8,0.56,10,25,1.32,Luca Nardi,Mens,Dog
692,Laurent Lokoli,Antoine Bellier,38%,1.65,40%,0.4,0.375,10,8,1.65,Laurent Lokoli,Mens,Fav
693,Mitchell Krueger,Mitchell Krueger,48%,1.97,55%,0.5454545454545454,0.48,11,25,1.78,Flavio Cobolli,Mens,Dog
694,Li Tu,Jozef Kovalik,40%,1.78,60%,0.6,0.4,10,5,1.78,Li Tu,Mens,Fav
695,Yuichi Sugita,Yuichi Sugita,60%,6.76,100%,1.0,0.6,10,5,1.1,Norbert Gombos,Mens,Dog
696,Emilio Nava,Andrea Vavassori,62%,1.77,56%,0.5625,0.6153846153846154,16,13,1.77,Emilio Nava,Mens,Fav
697,Carlos Taberner,Carlos Taberner,40%,2.66,35%,0.35,0.4,20,5,1.45,Aleksandar Kovacevic,Mens,Dog
698,Mikhail Kukushkin,Mikhail Kukushkin,48%,2.34,64%,0.6363636363636364,0.48,22,25,1.57,James Duckworth,Mens,Dog
699,Yosuke Watanuki,Philip Sekulic,20%,1.07,60%,0.6,0.2,10,5,1.07,Yosuke Watanuki,Mens,Fav
700,Alexis Galarneau,Alexis Galarneau,46%,2.23,55%,0.55,0.46153846153846156,20,13,1.62,Ryan Peniston,Mens,Dog
701,Denis Kudla,Omar Jasika,20%,1.52,67%,0.6666666666666666,0.2,12,5,1.52,Denis Kudla,Mens,Fav
702,Juncheng Shang,Juncheng Shang,50%,2.25,40%,0.4,0.5,10,6,1.61,Fabian Marozsan,Mens,Dog
703,Rio Noguchi,Edward Winter,20%,1.4,70%,0.7,0.2,10,5,1.4,Rio Noguchi,Mens,Fav
704,Raul Brancaccio,Franco Agamenone,33%,1.43,55%,0.5454545454545454,0.3333333333333333,11,6,1.43,Raul Brancaccio,Mens,Fav
705,Fernando Verdasco,Nino Serdarusic,38%,1.69,69%,0.6875,0.375,16,8,1.69,Fernando Verdasco,Mens,Fav
706,Pierre Hugues Herbert,Matteo Gigante,40%,1.62,50%,0.5,0.4,10,5,1.62,Pierre Hugues Herbert,Mens,Fav
707,Tristan Schoolkate,Tristan Schoolkate,40%,1.9,40%,0.4,0.4,10,5,1.86,Kimmer Coppejans,Mens,Dog
708,Maximilian Neuchrist,Steven Diez,20%,1.51,30%,0.3,0.2,10,5,1.51,Maximilian Neuchrist,Mens,Fav
709,Zsombor Piros,Antoine Escoffier,40%,1.67,70%,0.7,0.4,10,15,1.67,Zsombor Piros,Mens,Fav
710,Emilio Gomez,Emilio Gomez,74%,2.57,42%,0.4166666666666667,0.7368421052631579,24,19,1.48,Liam Broady,Mens,Dog
711,Juan Pablo Varillas,Roberto Marcora,20%,1.28,33%,0.3333333333333333,0.2,6,10,1.28,Juan Pablo Varillas,Mens,Fav
712,Andrea Pellegrino,Andrea Pellegrino,14%,2.11,31%,0.3076923076923077,0.14285714285714285,13,7,1.7,Manuel Guinard,Mens,Dog
713,Jan Lennard Struff,Alexander Shevchenko,20%,1.31,40%,0.4,0.2,15,10,1.31,Jan Lennard Struff,Mens,Fav
714,Danielle Collins,Danielle Collins,65%,1.9,67%,0.6666666666666666,0.6451612903225806,24,31,1.89,Karolina Pliskova,Womens,Dog
715,Anhelina Kalinina,Rebecca Marino,37%,1.37,57%,0.5714285714285714,0.3684210526315789,28,19,1.37,Anhelina Kalinina,Womens,Fav
716,Laura Siegemund,Laura Siegemund,14%,2.57,71%,0.7058823529411765,0.14285714285714285,17,7,1.51,Tereza Martincova,Womens,Dog
717,Lauren Davis,Lauren Davis,32%,2.09,69%,0.6875,0.3157894736842105,16,19,1.73,Sloane Stephens,Womens,Dog
718,Marie Bouzkova,Jaqueline Adina Cristian,0%,1.13,82%,0.8235294117647058,0.0,17,5,1.13,Marie Bouzkova,Womens,Fav
719,Belen Teichmann Jil,Anastasia Pavlyuchenkova,33%,1.55,40%,0.4,0.3333333333333333,10,9,1.55,Belen Teichmann Jil,Womens,Fav
720,Petra Kvitova,Petra Kvitova,57%,2.35,55%,0.5526315789473685,0.5675675675675675,38,37,1.58,Elena Rybakina,Womens,Dog
721,Sebastian Fanselow,Sebastian Fanselow,12%,2.49,40%,0.4,0.125,10,8,1.48,Vitaliy Sachko,Mens,Dog
722,Belinda Bencic,Garbine Muguruza,47%,1.34,59%,0.5882352941176471,0.46875,34,32,1.34,Belinda Bencic,Womens,Fav
723,Mark Lajal,Mark Lajal,20%,1.99,64%,0.6363636363636364,0.2,11,5,1.73,Alibek Kachmazov,Mens,Dog
724,Vitaliy Sachko,Ergi Kirkin,20%,1.35,40%,0.4,0.2,10,5,1.35,Vitaliy Sachko,Mens,Fav
725,Alberto Barroso Campos,Alberto Barroso Campos,60%,2.29,33%,0.3333333333333333,0.6,9,5,1.57,Daniel Cukierman,Mens,Dog
726,Dino Prizmic,Karl Friberg,40%,1.17,83%,0.8333333333333334,0.4,6,5,1.17,Dino Prizmic,Mens,Fav
727,Cem Ilkel,Rudolf Molleker,20%,1.32,90%,0.9,0.2,10,5,1.32,Cem Ilkel,Mens,Fav
728,Mark Lajal,Mark Lajal,80%,1.94,46%,0.46153846153846156,0.8,13,5,1.78,Illya Marchenko,Mens,Dog
729,Katie Volynets,Ekaterine Gorgodze,30%,1.14,70%,0.7,0.3,10,10,1.14,Katie Volynets,Womens,Fav
730,Elmar Ejupovic,Alberto Barroso Campos,50%,1.43,40%,0.4,0.5,10,6,1.43,Elmar Ejupovic,Mens,Fav
731,Ekaterina Alexandrova,Jaimee Fourlis,20%,1.11,50%,0.5,0.2,10,5,1.11,Ekaterina Alexandrova,Womens,Fav
732,Ashlyn Krueger,Ashlyn Krueger,40%,2.39,55%,0.5454545454545454,0.4,11,5,1.55,Eugenie Bouchard,Womens,Dog
733,Lesia Tsurenko,Yuki Naito,20%,1.12,100%,1.0,0.2,10,5,1.12,Lesia Tsurenko,Womens,Fav
734,Arianne Hartono,Arianne Hartono,50%,2.02,17%,0.16666666666666666,0.5,6,8,1.75,Ylena In Albon,Womens,Dog
735,Victoria Jimenez Kasintseva,Victoria Jimenez Kasintseva,55%,2.6,73%,0.7272727272727273,0.5454545454545454,11,11,1.46,Rebecca Peterson,Womens,Dog
736,Nao Hibino,Louisa Chirico,40%,1.49,59%,0.5882352941176471,0.4,17,5,1.49,Nao Hibino,Womens,Fav
737,Sophie Chang,Sophie Chang,20%,4.35,50%,0.5,0.2,12,5,1.2,Ana Konjuh,Womens,Dog
738,Oksana Selekhmeteva,Vitalia Diatchenko,50%,1.48,50%,0.5,0.5,10,6,1.48,Oksana Selekhmeteva,Womens,Fav
739,Elina Avanesyan,Lizette Cabrera,60%,1.49,60%,0.6,0.6,10,5,1.49,Elina Avanesyan,Womens,Fav
740,Gabriel Decamps,Gabriel Decamps,62%,2.1,18%,0.18181818181818182,0.625,11,8,1.67,Kenny De Schepper,Mens,Dog
741,Aliona Bolsova,Aliona Bolsova,43%,2.33,64%,0.6428571428571429,0.42857142857142855,14,7,1.57,Heather Watson,Womens,Dog
742,Magdalena Frech,Sinja Kraus,20%,1.12,82%,0.8181818181818182,0.2,11,5,1.12,Magdalena Frech,Womens,Fav
743,Gabriela Ruse Elena,Seone Mendez,25%,1.16,60%,0.6,0.25,10,8,1.16,Gabriela Ruse Elena,Womens,Fav
744,Mai Hontama,Marcela Zacarias,20%,1.35,62%,0.6153846153846154,0.2,13,5,1.35,Mai Hontama,Womens,Fav
745,Coco Vandeweghe,Arina Rodionova,20%,1.32,60%,0.6,0.2,10,5,1.32,Coco Vandeweghe,Womens,Fav
746,Clara Burel,Elsa Jacquemot,33%,1.73,64%,0.6363636363636364,0.3333333333333333,11,6,1.73,Clara Burel,Womens,Fav
747,Giovanni Fonio,Yuta Shimizu,40%,1.64,67%,0.6666666666666666,0.4,6,5,1.64,Giovanni Fonio,Mens,Fav
748,Beatriz Haddad Maia,Sorana Cirstea,43%,1.55,47%,0.4666666666666667,0.43478260869565216,30,23,1.55,Beatriz Haddad Maia,Womens,Fav
749,Henri Squire,Vladyslav Orlov,50%,1.68,67%,0.6666666666666666,0.5,12,6,1.68,Henri Squire,Mens,Fav
750,Gianluca Mager,Gianluca Mager,40%,2.0,25%,0.25,0.4,8,5,1.77,Filip Misolic,Mens,Dog
751,Enzo Couacaud,Hugo Grenier,59%,1.87,46%,0.46153846153846156,0.59375,26,32,1.87,Enzo Couacaud,Mens,Fav
752,Thiago Agustin Tirante,Facundo Mena,29%,1.69,33%,0.3333333333333333,0.2857142857142857,6,7,1.69,Thiago Agustin Tirante,Mens,Fav
753,Aleksandar Vukic,Gabriel Diallo,50%,1.64,56%,0.5625,0.5,32,8,1.64,Aleksandar Vukic,Mens,Fav
754,Tomas Machac,Tomas Machac,40%,2.19,65%,0.65,0.4,20,10,1.63,Soon Woo Kwon,Mens,Dog
755,Mikael Ymer,Jordan Thompson,45%,1.63,62%,0.625,0.45454545454545453,32,22,1.63,Mikael Ymer,Mens,Fav
756,Tomas Martin Etcheverry,Robin Haase,29%,1.44,50%,0.5,0.2857142857142857,10,7,1.44,Tomas Martin Etcheverry,Mens,Fav
757,John Millman,John Millman,50%,2.22,56%,0.5625,0.5,16,24,1.62,Christopher Oconnell,Mens,Dog
758,Marek Gengel,Hiroki Moriya,45%,1.51,60%,0.6,0.45454545454545453,10,11,1.51,Marek Gengel,Mens,Fav
759,Mats Moraing,Sasi Kumar Mukund,38%,1.52,45%,0.45454545454545453,0.375,11,8,1.52,Mats Moraing,Mens,Fav
760,Prajnesh Gunneswaran,Zdenek Kolar,17%,1.71,45%,0.45454545454545453,0.16666666666666666,11,6,1.71,Prajnesh Gunneswaran,Mens,Fav
761,Tennys Sandgren,Dan Added,67%,1.37,45%,0.45454545454545453,0.6666666666666666,11,6,1.37,Tennys Sandgren,Mens,Fav
762,Constant Lestienne,Pedro Cachin,25%,1.64,43%,0.42857142857142855,0.25,14,8,1.64,Constant Lestienne,Mens,Fav
763,David Goffin,David Goffin,32%,2.13,40%,0.4,0.3181818181818182,35,22,1.71,Alexander Bublik,Mens,Dog
764,Jenson Brooksby,Fabio Fognini,39%,1.39,67%,0.6666666666666666,0.39285714285714285,39,28,1.39,Jenson Brooksby,Mens,Fav
765,Richard Gasquet,Kiranpal Pannu,40%,1.05,70%,0.7,0.4,10,5,1.05,Richard Gasquet,Mens,Fav
766,Mackenzie Mcdonald,Mackenzie Mcdonald,38%,2.53,53%,0.5319148936170213,0.38095238095238093,47,42,1.52,Daniel Evans,Mens,Dog
767,Jack Draper,Lorenzo Sonego,45%,1.44,53%,0.5263157894736842,0.45161290322580644,19,31,1.44,Jack Draper,Mens,Fav
768,Miomir Kecmanovic,Kyle Edmund,20%,1.19,90%,0.9,0.2,10,5,1.19,Miomir Kecmanovic,Mens,Fav
769,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,27%,2.81,44%,0.4411764705882353,0.26666666666666666,34,30,1.43,Brandon Nakashima,Mens,Dog
770,Thanasi Kokkinakis,Alexei Popyrin,52%,1.7,67%,0.6666666666666666,0.5217391304347826,12,23,1.7,Thanasi Kokkinakis,Mens,Fav
771,Timofey Skatov,Nicolas Moreno De Alboran,50%,1.81,50%,0.5,0.5,10,6,1.81,Timofey Skatov,Mens,Fav
772,Bradley Klahn,Bradley Klahn,0%,2.4,50%,0.5,0.0,10,5,1.54,Frederico Ferreira Silva,Mens,Dog
773,Nicolas Jarry,Otto Virtanen,36%,1.6,60%,0.6,0.35714285714285715,10,14,1.6,Nicolas Jarry,Mens,Fav
774,Henri Laaksonen,Riccardo Bonadio,40%,1.34,47%,0.47058823529411764,0.4,17,5,1.34,Henri Laaksonen,Mens,Fav
775,Alafia Ayeni,Alafia Ayeni,60%,2.72,70%,0.7,0.6,10,5,1.41,Lucas Pouille,Mens,Dog
776,Adrian Andreev,Adrian Andreev,17%,2.04,60%,0.6,0.16666666666666666,10,6,1.74,Francesco Maestrelli,Mens,Dog
777,Hugo Gaston,Egor Gerasimov,56%,1.31,70%,0.7,0.5555555555555556,10,18,1.31,Hugo Gaston,Mens,Fav
778,Elias Ymer,Nick Hardt,60%,1.37,55%,0.5454545454545454,0.6,11,5,1.37,Elias Ymer,Mens,Fav
779,Hsiou Hsu Yu,Evan Furness,50%,1.66,50%,0.5,0.5,10,8,1.66,Hsiou Hsu Yu,Mens,Fav
780,Zizou Bergs,Jeremy Jin,20%,1.11,80%,0.8,0.2,10,5,1.11,Zizou Bergs,Mens,Fav
781,Jurij Rodionov,David Ionel Nicholas,50%,1.39,54%,0.5416666666666666,0.5,24,6,1.39,Jurij Rodionov,Mens,Fav
782,Alex Bolt,Renzo Olivo,80%,1.64,20%,0.2,0.8,10,5,1.64,Alex Bolt,Mens,Fav
783,Matteo Arnaldi,Alexander Ritschard,44%,1.59,55%,0.5454545454545454,0.4444444444444444,11,9,1.59,Matteo Arnaldi,Mens,Fav
784,Damir Dzumhur,Damir Dzumhur,64%,2.35,56%,0.5625,0.6363636363636364,16,11,1.56,Dimitar Kuzmanov,Mens,Dog
785,Arthur Cazaux,Omni Kumar,17%,1.39,73%,0.7272727272727273,0.16666666666666666,11,6,1.39,Arthur Cazaux,Mens,Fav
